хеш,Участник групп,Итоговая оценка за курс (Значение),Тест:Комплексные числа (Значение),Тест:Тренинг 22-02 Пределы (Значение),Тест:Тренинг 22-03. Непр и асимпт (Значение),Тест:Тренинг 22-04. Произв и прилож (Значение),Тест:Контрольный тест. Срок до 7 ноября! (Значение),Тест:МЭО. Самостоятельная работа. Срок до 15 ноября! (Значение),Тест:Неопределенные интегралы (Значение),Тест:АКР1- Математика - тренинг (Значение),Тест:АКР-1 Математика 2021 (Значение),Тест:Зачет-Математика-2021(пересдача) (Значение),Тест:Зачет-Математика-2021(пересдача) (копия) (Значение),Тест:Тренинг 22-09 Опред инт (Значение),Тест:Тренинг-23-01-дифф-ФНП (Значение),Тест:Тренинг-23-02-лок-экстр (Значение),Тест:Тренинг-23-03-усл-экстр (Значение),Тест:Тренинг-23-04-наиб-наим-зн (Значение),Тест:Тренинг-23-05-econ (Значение),Тест:Тренинг-23-06-кратн-инт (Значение),Тест:Тренинг-23-07-Ряды (Значение),Тест:Тренинг-23-08-Дифф.ур. (Значение),Тест:Тренинг-23-09-матр+det (Значение),Тест:Тренинг-23-10-векторы и линейная зависимость (Значение),Тест:Тренинг-23-11-СЛУ (Значение),Тест:Тренинг 23-12 СВ и Квадр ф (Значение),Тест:Тренинг АКР2 (Значение),Тест:АКР2 (2 семестр-22год) (Значение),Тест:Тренинг-23-13-лин-прогр (Значение),Тест:ЭКЗАМЕН. Математика. 2022. (Значение),Тест:Тренинг 22-01 Компл числа (Значение),Тест:Тренинг 22-05 Экон прилож (Значение),Тест:Тренинг 22-04-00 Производные (Значение),Тест:Контрольный тест к 1 аттестации. 1 ПОПЫТКА (Значение),"Тест:Контрольный тест ""Дифференцирование"". 1 ПОПЫТКА (Значение)","Тест:ЗАЧЕТ. 1 СЕМЕСТР. ГМУ22-1в, ГМУ22-2в. (Значение)","Тест:Контрольный тест ""Непрерывность"". 1 ПОПЫТКА. (Значение)","Тест:АКР1_ГМУ22-1в, ГМУ22-2в_НАУ22-7у (Значение)",Тест:Контрольный тест-Непрерывность. 1 ПОПЫТКА (Значение),"Тест:ЗАЧЕТ. 1 СЕМЕСТР. МЕН22-1в, МЕН22-2в (Значение)",Тест:Тренинг 22-06-Неопр-инт-1 (Значение),Тест:Тренинг 22-07 Неопр инт-2 (Значение),Тест:Тренинг 22-08 Неопр инт-3 (Значение),Тест:Тренинг (22) АКР1+Зачет МАТЕМАТИКА (Значение),Тест:Тренинг 22-10 Несобств инт (Значение),Тест:АКР1 (2022) (Значение),Тест:ЗАЧЕТ (2022) (Значение),Тест:ЗАЧЕТ (2022) (2) (Значение),"Тест:Контрольный тест ""Дифференцирование ФНП"" (Значение)","Тест:Контрольный тест ""Локальные экстремумы"" (Значение)","Тест:Контрольный тест ""Лин однородные дифф ур"" (Значение)",Тест:Тренинг-23-08-00 Лин Однородн Дифф ур (Значение),"Тест:Контр тест ""К 1й аттестации (2 семестр)"" (Значение)","Тест:КТ ""ФНП-1"" (Значение)","Тест:Контрольный тест ""Произведение матриц"" (Значение)",Тест:АКР2-2023-1 (Значение),Тест:АКР2-2023-2 (Значение),"Тест:Контрольный тест ""Линейная зависимость"" (Значение)","Тест:Контрольный тест ""Собственные числа"" (Значение)","Тест:Контрольный тест ""Квадратичные формы"" (Значение)",Тест:ЭКЗАМЕН. Математика. 2023 (Значение),"Тест:Тренинг ""ЭКЗАМЕН"" (Значение)",Тест:ЭКЗАМЕН. МАТЕМАТИКА. 2023 (вечер) (Значение),Тест:Тренинг к экзамену -2023 (вечерники) (Значение),Последние загруженные из этого курса,Тест:СР23-02 Пределы (Значение),Тест:СР23-03. Непр и асимпт (Значение),Тест:СР23-04. Произв и прилож (Значение),Тест:СР23-09 Опред инт (Значение),Тест:СР24-01-дифф-ФНП (Значение),Тест:СР24-02-лок-экстр (Значение),Тест:СР24-03-усл-экстр (Значение),Тест:СР24-04-наиб-наим-зн (Значение),Тест:СР24-05-econ (Значение),Тест:СР24-06-кратн-инт (Значение),Тест:СР24-07-Ряды (Значение),Тест:СР24-08-Дифф.ур. (Значение),Тест:СР24-09-матр+det (Значение),Тест:СР24-10-векторы и линейная зависимость (Значение),Тест:СР24-11-СЛУ (Значение),Тест:СР24-12 СВ и Квадр ф (Значение),Тест:Демоверсия АКР2 (Значение),Тест:СР24-13-лин-прогр (Значение),Тест:СР23-01 Компл числа (Значение),Тест:СР23-05 Экон прилож (Значение),Тест:СР23-04-00 Производные (Значение),Тест:КР к 1 аттестации. 1 ПОПЫТКА (Значение),"Тест:КР ""Дифференцирование"". 1 ПОПЫТКА (Значение)","Тест:КР ""Непрерывность"". 1 ПОПЫТКА (Значение)",Тест:СР23-06-Неопр-инт-1 (Значение),Тест:СР23-07 Неопр инт-2 (Значение),Тест:СР23-08 Неопр инт-3 (Значение),Тест:Тренинг-Демоверсия (2023) АКР1+Зачет МАТЕМАТИКА (Значение),Тест:СР23-10 Несобств инт (Значение),Тест:АКР1 (2023) 1 попытка! (Значение),Тест:ЗАЧЕТ (2023)-1 (1 ПОПЫТКА!!!) (Значение),"Тест:КР ""Дифференцирование ФНП"" (Значение)","Тест:КР ""Локальные экстремумы"" (Значение)","Тест:КР ""Лин однородные дифф ур"" (Значение)",Тест:СР24-08-00 Лин Однородн Дифф ур (Значение),"Тест:КР ""К 1й аттестации (2 семестр)"" (Значение)","Тест:КР ""ФНП-1"" (Значение)","Тест:КР ""Произведение матриц"" (Значение)",Тест:АКР2-2024-1 (Значение),Тест:АКР2-2024-2 (Значение),"Тест:КР ""Линейная зависимость"" (Значение)","Тест:КР ""Собственные числа"" (Значение)","Тест:КР ""Квадратичные формы"" (Значение)",Тест:ЭКЗАМЕН. Математика. 2024 (для ОЧНОГО обучения) (Значение),"Тест:Демоверсия ""ЭКЗАМЕН-2024"" (Значение)",Тест:ЭКЗАМЕН. МАТЕМАТИКА-2. 2024 (для очно-заочного обучения) (Значение),"Тест:Демоверсия ""ЭКЗАМЕН-2-2024"" (Значение)",Тест:Т-01-компл-числа (Значение),Тест:Т-02-числ-посл (Значение),Тест:Т-03-предел функции (Значение),Тест:АКР1-2023(вечерники). 1 ПОПЫТКА!!! (Значение),Тест:ЗАЧЕТ(2023) (вечерники) (1 ПОПЫТКА!!!) (Значение),Пакет SCORM:Занесение под знак дифференциала (Значение),Пакет SCORM:Интегрирование по частям 1 (Значение),Пакет SCORM:Интегрирование тригонометрических функций 1 (Значение),Пакет SCORM:Экономические приложения. (Значение),"Тест:ДКР ""Полное исследование функций"" (Значение)",Тест:АКР1 (2023)-5 (Значение),Тест:Тренинг к АКР1 (2023)-5 и к ЗАЧЕТУ-5 (Значение),Тест:ЗАЧЕТ (2023)-5 (1 ПОПЫТКА!!!) (Значение),Тест:T-04-непр-графики (Значение),Тест:СР24-01-1-ФНП (Значение),"Тест:КР ""ФНП-2"" (Значение)","Тест:КТ ""Кратные инт"" (Значение)",Тест:СР24-08-01 Лин Неодн Дифф Ур (Значение),"Тест:КТ ""Кратные интегралы-2"" (Значение)","Тест:КТ ""СЛУ-иссл"" (теоретический) (Значение)",Тест:СР-02 Пределы (Значение),Тест:СР-03. Непр и асимпт (Значение),Тест:СР-04. Произв и прилож (Значение),Тест:СР-09 Опред инт (Значение),Тест:СР25-01-дифф-ФНП (Значение),Тест:СР25-02-лок-экстр (Значение),Тест:СР25-03-усл-экстр (Значение),Тест:СР25-04-наиб-наим-зн (Значение),Тест:СР25-05-econ (Значение),Тест:СР25-06-кратн-инт (Значение),Тест:СР25-07-Ряды (Значение),Тест:СР25-08-Дифф.ур. (Значение),Тест:СР25-09-матр+det (Значение),Тест:СР25-10-векторы и линейная зависимость (Значение),Тест:СР25-11-СЛУ (Значение),Тест:СР25-12 СВ и Квадр ф (Значение),Тест:Демоверсия АКР2(2025) (Значение),Тест:СР25-13-лин-прогр (Значение),Тест:СР-01 Компл числа-1 (Значение),Тест:СР-05 Экон прилож (Значение),Тест:СР-04-00 Производные (Значение),Тест:КР к 1 аттестации(1). 1 ПОПЫТКА (Значение),Тест:СР-06-Неопр-инт-1 (Значение),Тест:СР-07 Неопр инт-2 (Значение),Тест:СР-08 Неопр инт-3 (Значение),Тест:СР-10 Несобств инт (Значение),Тест:СР25-08-00 Лин Однородн Дифф ур (Значение),Тест:АКР2(2025)-1 (Значение),Тест:АКР2(2025)-2 (Значение),Тест:ЭКЗАМЕН. Математика. 2025 (для ОЧНОГО обучения) (Значение),"Тест:Демоверсия ""ЭКЗАМЕН-2025"" (Значение)",Тест:ЭКЗАМЕН. МАТЕМАТИКА-2. 2025 (для очно-заочного обучения) (Значение),"Тест:Демоверсия ""ЭКЗАМЕН-2-2025"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 08 (ДКР ""Полное исследование функций"") (Значение)",Тест:АКР1-5 (2024) (Значение),Тест:Тренинг к АКР1-5 и к ЗАЧЕТУ-5 (2024) (Значение),Тест:ЗАЧЕТ-5 (2024) -1 ПОПЫТКА!!! (Значение),Тест:СР25-01-1-ФНП (Значение),Тест:СР25-08-01 Лин Неодн Дифф Ур (Значение),Тест:СР-01-Теор мн (Значение),Тест:СР-01 Компл числа-2 (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 01 (Комплексные числа) (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 02 (Числовые последовательности) (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 03 (Предел функции) (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 04 (Непрерывность функций) (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 05 (Дифференцирование функций) (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 06 (Дифференцирование функций) (Значение),Тест:КР к 1 аттестации (2). 1 ПОПЫТКА (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 07 (Свойства дифф функций) (Значение),Тест:Тренинг к ЗАЧЕТУ (2024)-4 (Значение),Тест:ЗАЧЕТ-4 (2024) (1 ПОПЫТКА!) (Значение),Тест:СР-04-02 Исслед n-порядка (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 11 (Первообразная и неопр интеграл) (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ-12 (Интегрирование) (Значение),Тест:ТРЕНИНГ-Демоверсия к АКР1 (2024)-1 (Значение),Тест:ТРЕНИНГ-Демоверсия к ЗАЧЕТУ (2024)-1 (Значение),Тест:АКР-1 (2024) - 1 ПОПЫТКА! (Значение),Тест:ЗАЧЕТ-1 (2024) - 1 ПОПЫТКА!!! (Значение),"Тест:КР ""Интегрирование""-1 (Значение)",Тест:СР-11 Эк прилож опр инт (Значение),Тест:ДОМАШНЕЕ ЗАДАНИЕ 13 (Опр интегралы и приложения) (Значение),"Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-01 ""ФНП"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-02 ""Локальные экстремумы"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-03 ""Усл экстремум"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-04 ""Наим и наиб зн"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-05 ""Экономические приложения ФНП"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-06 ""Кратные интегралы"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-08-1 ""ОДУ"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-08-2 ""ОДУ"" (Значение)","Тест:КР ""К 1 атт (2сем)""-2 (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-11 ""Матрицы и определители"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-09 ""СЛУ. Метод Гаусса"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-12 "" Правило Крамера, обратная матрица и матричные уравнения"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-10 ""Векторы"" (Значение)","Тест:КТ ""Определители"" (Значение)","Тест:КТ ""Произведение матриц-2"" (Значение)","Тест:Тренинг ""Модель Леонтьева"" (Значение)","Тест:КТ ""Модель Леонтьева"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-15 ""Квадратичные формы"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-13 ""Линейные пространства"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-14 ""Линейные преобразования"" (Значение)","Тест:ДОМАШНЕЕ ЗАДАНИЕ 2-16 ""Линейное программирование"" (Значение)"
0B3E31A2E7691DE5E115CF817706D8A3,НАУ22-3УАиА22-2,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26A223A9816FB010F4ADAAF0D96ED6EA,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276D6E84FB03CCAD587BDBD7CE37E6E9,МЕН22-1МиУБ22-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDB08646301ED0926D00FD4EAFD037E,УЦИ22-2НАУ22-6НиБ22-2,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,50,0,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427BDBBE3BE3BC8C6304043A16CF5694,КФ22-4КФиБА22-2,123,-,-,-,-,-,-,-,-,-,-,-,-,3,1.6,0.5,0,-,-,-,-,-,-,-,-,9.7,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,-,-,-,60,40,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2EE82C2AD7536AD701F786177ED995AD,ФФ21-19ФФ22-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0541F82CAB42C34D95690C3E29464BD6,ФФ22-3КазД22-2,76.5,-,0,0,0,-,-,-,-,-,-,-,1,3,0,0,0,0,0,2,-,-,1,0,1,-,-,-,-,2,0.5,0,-,-,-,-,-,0,-,4,1,2,-,1,-,-,-,0,-,-,3,-,-,-,5,-,-,-,-,20,30,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95BB7DD17C81513612D5BB4718D540E2,ФМ22-4ДММ22-2,104.3,-,-,-,-,-,-,-,-,-,-,-,-,5,3,1.5,1,3,3,-,4,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.3,-,-,-,-,2.5,3,-,3,-,-,-,-,-,-,-,-,-,60,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CB5FACFA948E334D0A267ED3234CFB4,ГМУ22-10,3.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1.33,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625014395BB7459E7ED322F75E007CAE,МЕН22-14,14.03,-,4,0.83,1.2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0.5,-,1.5,-,-,-,-,-,3,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062B2D69ADF54D23066F24DF0F0217C9,МК22-3,124.55,-,-,0,2.75,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,47,20,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBCC5AF8351D9A5843FA637A1D8205E6,ФФ22-7ФБД22-1,199.8,-,-,-,-,-,-,-,-,-,-,-,3.4,-,2.2,-,1.5,-,3,-,2,-,-,-,-,9.2,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,8.5,2,6,50,-,-,-,-,-,-,-,-,-,6,-,-,-,50,50,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B533D50BF100D493BF0AB3A9D062FE37,НАУ22-5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649BC2D0A3E8618527440463868F494D,МЭО22-2МЭиМБ22-3,189,-,5,2,4.8,-,-,-,-,-,-,-,0,5.5,0.8,-,-,-,-,-,-,-,-,-,-,7,-,-,-,3,3.5,4.5,-,-,-,-,-,-,-,3.6,2,1,7.3,-,6,-,30,-,-,-,-,-,-,-,-,3,-,-,-,50,50,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6DDBDD2A445B93C33CC0CF24BE25D8F3,НАУ22-9НиБ22-2,110.3,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0.6,1,2,2.5,2.5,0,0,-,0,-,-,-,-,4,-,-,-,-,-,-,-,-,-,4.7,-,-,-,21,-,-,-,2,-,-,-,9,-,-,-,-,60,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A01945D8DA6A111AAE23A9717B2BE043,МЕН22-1МиУБ22-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52E7FF6C37AF72436A976A206A62F3F5,НАУ22-6УАиА22-4,106.7,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,3.7,46,-,-,-,-,-,-,-,-,-,6.5,-,-,-,45,0,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04601E772401A0F853289D634FFE2196,ГМУ22-3,153.15,-,4,1.25,1,-,-,-,-,-,-,-,3,3,0.5,1,0,0.4,0,0.5,3,3,0,1,0,0,-,0,-,3,0,3,-,0,-,-,-,-,-,4,2,1,7,2,8.5,-,55,0,0,-,2,-,-,0,-,8,1,0,-,35,-,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8201B292023C719D8D1346886E6E209,ЛОГ22-2,116.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4.2,-,4.13,-,43,-,-,-,-,-,-,-,6.2,-,-,-,-,30,25,-,-,1752836772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
